comdistnm,jobstatusdesc,licencetypes,tradename,first_iss_dt,industry_sector,is_growth,community_volume,impact_weight,is_licensed,vitality_index,recent_growth_count,strategic_action
SUNNYSIDE,Renewal Licensed,"RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",RED'S IN KENSINGTON,2017-02-03 08:53:52,Food & Beverage,0,98,1.2,0,0.13,943,STABLE OPERATIONS
CALGARY INTERNATIONAL AIRPORT,Licensed,"TOBACCO RETAILER,
VAPE RETAILER",JERRYS SMOKE AND VAPE,2025-09-22 10:02:42,Retail Trade,1,198,2.41,1,0.07,894,URGENT INTERVENTION
SOUTH FOOTHILLS,Renewal Licensed,SCHOOL (DRIVER EDUCATION),PROFESSIONAL TRUCK DRIVING SCHOOL,2023-12-29 10:10:02,School,0,123,1.5,0,0.12,52,MONITOR FRICTION
MANCHESTER INDUSTRIAL,Renewal Licensed,"RETAIL DEALER - PREMISES,
SECONDHAND DEALER",VALUE VILLAGE STORES,2001-06-01 00:00:00,Retail Trade,0,827,10.09,0,0.1,894,URGENT INTERVENTION
MAHOGANY,Renewal Invoiced,FULL SERVICE FOOD VEHICLE,BOW TIE PIZZA CGY-1840 (FSFV),2023-05-08 14:29:29,Food & Beverage,0,99,1.21,0,0.03,943,MONITOR FRICTION
KILLARNEY/GLENGARRY,Renewal Licensed,"PERSONAL SERVICE,
MASSAGE CENTRE (COMMERCIAL)",ABLE BODY CARE,2011-04-29 12:52:26,Personal,0,92,1.12,0,0.13,449,STABLE OPERATIONS
WESTWINDS,Renewal Licensed,FOOD SERVICE - PREMISES,OMEGA FISH AND FOODS,2017-11-02 05:32:28,Food & Beverage,0,366,4.46,0,0.22,943,URGENT INTERVENTION
LEGACY,Renewal Licensed,LIQUOR STORE,WINE AND BEYOND AT TOWNSHIP,2021-11-08 14:09:48,Liquor & Nightlife,0,94,1.15,0,0.09,37,STABLE OPERATIONS
WILLOW PARK,Renewal Licensed,"CHARITABLE ORGANIZATION,
PERSONAL SERVICE,
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (NO SEATING)",FAMILY LEISURE CENTRE,2007-03-29 10:15:36,Food & Beverage,0,313,3.82,0,0.1,943,URGENT INTERVENTION
FOOTHILLS,Renewal Licensed,CONTRACTOR,HOOVER MECHANICAL PLUMBING & HEATING,2016-08-16 09:15:22,Construction & Trades,0,850,10.37,0,0.09,404,URGENT INTERVENTION
SUNALTA,Renewal Licensed,FOOD SERVICE - PREMISES (NO SEATING),LAVA PIZZA,2024-11-26 15:55:37,Food & Beverage,0,140,1.71,0,0.13,943,MONITOR FRICTION
SILVERADO,Renewal Licensed,FOOD SERVICE - PREMISES (SEATING),SUBWAY,2013-01-08 14:58:48,Food & Beverage,0,26,0.32,0,0.08,943,STABLE OPERATIONS
LOWER MOUNT ROYAL,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",SOUTH STREET BURGER,2021-10-07 10:09:32,Food & Beverage,0,145,1.77,0,0.14,943,MONITOR FRICTION
HORIZON,Renewal Licensed,"WHOLESALER,
CONTRACTOR",NEON SALES & SERVICE,2001-06-01 00:00:00,Construction & Trades,0,269,3.28,0,0.1,404,URGENT INTERVENTION
DOWNTOWN COMMERCIAL CORE,Licensed,FOOD SERVICE - PREMISES (NO SEATING),FORRO COFFEE,2026-03-09 09:10:46,Food & Beverage,1,830,10.12,1,0.13,943,URGENT INTERVENTION
ARBOUR LAKE,Renewal Licensed,"CHARITABLE ORGANIZATION,
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING),
BODY RUB CENTRE (GRANDFATHERED MASSAGE CENTRE COMMERCIAL)",Y M C A *,2001-06-01 00:00:00,Food & Beverage,0,204,2.49,0,0.07,943,URGENT INTERVENTION
BELTLINE,Renewal Licensed,"PERSONAL SERVICE,
MASSAGE CENTRE (COMMERCIAL),
RETAIL DEALER - PREMISES",ALEXIS MEDI SPA,2023-03-07 15:44:47,Retail Trade,0,971,11.84,0,0.11,894,URGENT INTERVENTION
ROYAL VISTA,Pending Renewal,"PERSONAL SERVICE,
MASSAGE CENTRE (COMMERCIAL)",EMPOWERED HEALTH & FITNESS,2023-06-21 16:11:49,Personal,0,169,2.06,0,0.08,449,URGENT INTERVENTION
SOUTHVIEW,Renewal Licensed,PERSONAL SERVICE,SUNSHINE BARBER SHOP,2019-02-14 16:42:29,Personal,0,92,1.12,0,0.11,449,STABLE OPERATIONS
KINGSLAND,Renewal Licensed,PERSONAL SERVICE,JUNCTION BARBERSHOP AND HAIR SPA,2021-07-09 16:35:34,Personal,0,124,1.51,0,0.08,449,MONITOR FRICTION
SUNRIDGE,Renewal Invoiced,MANUFACTURER,GLASS GUILD (THE),2018-05-22 15:34:52,Manufacturer,0,385,4.7,0,0.12,72,URGENT INTERVENTION
GLENDALE,Licensed,APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS),APARTMENT BUILDING,2026-03-02 14:01:58,Retail Trade,1,41,0.5,1,0.07,894,STABLE OPERATIONS
FOOTHILLS,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",VIETNAM INTERNATIONAL,2007-02-09 14:14:29,Food & Beverage,0,850,10.37,0,0.09,943,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Renewal Licensed,WHOLESALER,CAN AM AUTO GLASS & SUPPLIES,2008-11-15 05:33:03,Wholesaler,0,827,10.09,0,0.1,73,URGENT INTERVENTION
DOWNTOWN COMMERCIAL CORE,Licensed,"CONTRACTOR,
CLEANING SERVICE (RESIDENTIAL ONLY) (DIRECT SALES),
DISTRIBUTION MANAGER (DIRECT SALES)",BOREON BUILDERS,2025-09-09 14:24:49,Construction & Trades,1,830,10.12,1,0.13,404,URGENT INTERVENTION
WILLOW PARK,Pending Renewal,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",SHAGANAPPI MEDITERRANEAN MARKET,2022-07-07 10:29:16,Food & Beverage,0,313,3.82,0,0.1,943,URGENT INTERVENTION
GREENVIEW INDUSTRIAL PARK,Renewal Licensed,CLEANING SERVICE (COMMERCIAL & RESIDENTIAL),NATURES CARPET CLEANING,2012-09-28 12:40:53,Personal Services,0,359,4.38,0,0.09,20,URGENT INTERVENTION
WILLOW PARK,Pending Renewal,"RETAIL DEALER - PREMISES,
CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)",BEST BUY MOBILE,2012-06-08 09:14:22,Retail Trade,0,313,3.82,0,0.1,894,URGENT INTERVENTION
DEERFOOT BUSINESS CENTRE,Pending Renewal,WHOLESALER,PSPC CANADA SYSTEMS,2022-06-08 09:58:10,Wholesaler,0,133,1.62,0,0.1,73,MONITOR FRICTION
HIGHFIELD,Pending Renewal,CONTRACTOR,A D S HOLDINGS CALGARY,2001-06-01 00:00:00,Construction & Trades,0,441,5.38,0,0.1,404,URGENT INTERVENTION
FOOTHILLS,Renewal Licensed,MANUFACTURER,K & A CUSTOM CABINET DOORS,2001-06-01 00:00:00,Manufacturer,0,850,10.37,0,0.09,72,URGENT INTERVENTION
GREENVIEW INDUSTRIAL PARK,Renewal Licensed,"MOTOR VEHICLE DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",MONZA AUTO,2007-08-30 16:48:36,Retail Trade,0,359,4.38,0,0.09,894,URGENT INTERVENTION
FOREST LAWN INDUSTRIAL,Renewal Invoiced,FOOD SERVICE - PREMISES (NO SEATING),CUT RITE MEATS,2007-05-17 16:00:52,Food & Beverage,0,149,1.82,0,0.15,943,MONITOR FRICTION
FOOTHILLS,Renewal Licensed,WAREHOUSING,MTE LOGISTIX,2015-09-18 15:07:44,Warehousing,0,850,10.37,0,0.09,25,URGENT INTERVENTION
PINERIDGE,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES,
VAPE RETAILER",TMB - PINERIDGE - CONVENIENCE STORE,2021-07-23 08:32:01,Food & Beverage,0,59,0.72,0,0.08,943,STABLE OPERATIONS
EAST FAIRVIEW INDUSTRIAL,Renewal Licensed,PAYDAY LENDER (GRANDFATHERED),MONEY MART,2009-10-01 08:18:25,Payday,0,151,1.84,0,0.06,1,MONITOR FRICTION
ACADIA,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",RISE AND DINE RESTAURANT,2023-10-26 08:38:11,Food & Beverage,0,198,2.41,0,0.14,943,URGENT INTERVENTION
FAIRVIEW INDUSTRIAL,Renewal Licensed,"WHOLESALER,
CONTRACTOR",TOTAL IMAGE INTERIORS,2018-10-24 05:32:50,Construction & Trades,0,325,3.96,0,0.1,404,URGENT INTERVENTION
FAIRVIEW INDUSTRIAL,Pending Renewal,CONTRACTOR,CHINOOK PLUMBING*,2005-06-23 15:51:39,Construction & Trades,0,325,3.96,0,0.1,404,URGENT INTERVENTION
HIGHFIELD,Licensed,PERSONAL SERVICE,CELIN LASER HAIR REMOVAL,2025-11-26 10:58:17,Personal,1,441,5.38,1,0.1,449,URGENT INTERVENTION
MANCHESTER,Renewal Licensed,"PERSONAL SERVICE,
MASSAGE CENTRE (COMMERCIAL),
RETAIL DEALER - PREMISES",BACK2BACK MASSAGE,2024-12-05 15:21:42,Retail Trade,0,165,2.01,0,0.15,894,URGENT INTERVENTION
SUNDANCE,Pending Renewal,PERSONAL SERVICE,SUNDANCE BARBER SHOP,2015-10-14 12:36:27,Personal,0,60,0.73,0,0.25,449,STABLE OPERATIONS
FOREST HEIGHTS,Renewal Licensed,FABRIC CLEANING,BIG WASH COIN LAUNDRY,2016-03-16 15:46:35,Personal Services,0,30,0.37,0,0.03,20,STABLE OPERATIONS
KINGSLAND,Renewal Licensed,RETAIL DEALER - PREMISES,KINGSLAND SHOE REPAIR,2009-04-02 11:48:04,Retail Trade,0,124,1.51,0,0.08,894,MONITOR FRICTION
SUNALTA,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),GROSVENOR HOUSE PROPERTIES,2001-06-01 00:00:00,Retail Trade,0,140,1.71,0,0.13,894,MONITOR FRICTION
MCCALL,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),CALGARY SEAT COVER,2001-06-01 00:00:00,Automotive,0,387,4.72,0,0.15,80,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Renewal Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),LOCKSMITH PROF,2024-07-31 08:00:05,Construction & Trades,0,827,10.09,0,0.1,404,URGENT INTERVENTION
KILLARNEY/GLENGARRY,Renewal Invoiced,MANUFACTURER,CORNER FRAMING STUDIO,2002-05-07 17:22:38,Manufacturer,0,92,1.12,0,0.13,72,STABLE OPERATIONS
ARBOUR LAKE,Renewal Licensed,RETAIL DEALER - PREMISES,CROWFOOT VETERINARY HOSPITAL,2001-06-01 00:00:00,Retail Trade,0,204,2.49,0,0.07,894,URGENT INTERVENTION
NORTH AIRWAYS,Renewal Licensed,SCHOOL (PROV. NOT REQUIRED),INSPIRE DANCE ARTS,2017-03-22 12:35:14,School,0,247,3.01,0,0.1,52,URGENT INTERVENTION
EAST FAIRVIEW INDUSTRIAL,Pending Renewal,RETAIL DEALER - PREMISES,TEAM TOWN SPORTS,2023-07-03 07:49:06,Retail Trade,0,151,1.84,0,0.06,894,MONITOR FRICTION
UNIVERSITY HEIGHTS,Renewal Licensed,FOOD SERVICE - PREMISES (SEATING),ARAMARK CANADA (UNIVERSITY OF CALGARY),2015-11-25 12:33:16,Food & Beverage,0,68,0.83,0,0.15,943,STABLE OPERATIONS
SOUTHVIEW,Renewal Licensed,"MANUFACTURER,
RETAIL DEALER - PREMISES,
SECONDHAND DEALER",THANH DUNG JEWELLERY,2001-06-01 00:00:00,Retail Trade,0,92,1.12,0,0.11,894,STABLE OPERATIONS
HORIZON,Renewal Licensed,"FABRIC CLEANING,
CLEANING SERVICE (COMMERCIAL & RESIDENTIAL),
CONTRACTOR",RAM CARPET SERVICES,2001-06-01 00:00:00,Construction & Trades,0,269,3.28,0,0.1,404,URGENT INTERVENTION
DOWNTOWN COMMERCIAL CORE,Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",KIOKII AND,2026-02-11 08:12:24,Food & Beverage,1,830,10.12,1,0.13,943,URGENT INTERVENTION
MERIDIAN,Renewal Invoiced,"RETAIL DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1),
WHOLESALER",BEST TIRE & AUTO SERVICE,2021-05-17 07:55:10,Retail Trade,0,193,2.35,0,0.12,894,URGENT INTERVENTION
MONTGOMERY,Renewal Licensed,MASSAGE CENTRE (COMMERCIAL),CENTURY WELLNESS,2020-03-06 08:43:17,Massage,0,98,1.2,0,0.1,88,STABLE OPERATIONS
BELMONT,Pending Renewal,APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS),BELVIEW APARTMENTS,2024-06-11 10:29:24,Retail Trade,0,6,0.07,0,0.33,894,STABLE OPERATIONS
BELTLINE,Renewal Invoiced,LIQUOR STORE,LIQUOR DROPS,2021-05-19 14:28:21,Liquor & Nightlife,0,971,11.84,0,0.11,37,URGENT INTERVENTION
MAYLAND HEIGHTS,Licensed,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES",MY SKIN BEAUTY,2026-04-01 08:12:23,Retail Trade,1,28,0.34,1,0.11,894,STABLE OPERATIONS
LEGACY,Licensed,RETAIL DEALER - PREMISES,DREAM HOME FURNITURE,2025-09-04 16:00:18,Retail Trade,1,94,1.15,1,0.09,894,STABLE OPERATIONS
MEADOWLARK PARK,Renewal Licensed,RETAIL DEALER - PREMISES,TELUS,2012-11-07 16:12:02,Retail Trade,0,209,2.55,0,0.09,894,URGENT INTERVENTION
RESIDUAL WARD 12 - SUB AREA 12A,Renewal Licensed,"MANUFACTURER,
CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)",CYNTECH,2022-12-15 11:21:49,Construction & Trades,0,121,1.48,0,0.07,404,MONITOR FRICTION
GOLDEN TRIANGLE,Renewal Licensed,"RETAIL DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1),
WHOLESALER",WARDTIRECRAFT,2008-04-17 17:16:20,Retail Trade,0,72,0.88,0,0.07,894,STABLE OPERATIONS
DEER RIDGE,Renewal Licensed,"SCHOOL (PROV. NOT REQUIRED),
RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",CORNERSTONE MUSIC,2011-10-13 16:03:24,Food & Beverage,0,65,0.79,0,0.12,943,STABLE OPERATIONS
MEADOWLARK PARK,Renewal Licensed,RETAIL DEALER - PREMISES,ICEBREAKER CANADA,2014-12-16 15:26:07,Retail Trade,0,209,2.55,0,0.09,894,URGENT INTERVENTION
EAST SHEPARD INDUSTRIAL,Renewal Licensed,"SCHOOL (PROV. NOT REQUIRED),
RETAIL DEALER - PREMISES",CALGARY GAME DEVELOPERS ACADEMY FOR YOUTHS,2015-10-29 14:28:31,Retail Trade,0,576,7.02,0,0.08,894,URGENT INTERVENTION
MERIDIAN,Renewal Licensed,FUEL SALES/STORAGE,PETRO CANADA PETRO PASS,2015-05-06 05:33:20,Fuel,0,193,2.35,0,0.12,0,URGENT INTERVENTION
NORTH AIRWAYS,Licensed,"RETAIL DEALER - PREMISES,
WHOLESALER,
CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)",WESTERN HEALTH CARE,2025-07-15 08:33:03,Retail Trade,1,247,3.01,1,0.1,894,URGENT INTERVENTION
FOOTHILLS,Renewal Licensed,CONTRACTOR,PYRAMID CONTRACTING SOLUTIONS,2016-11-09 15:39:55,Construction & Trades,0,850,10.37,0,0.09,404,URGENT INTERVENTION
LAKEVIEW,Renewal Licensed,APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS),LAKEVIEW APARTMENTS BUILDING H,2011-06-28 05:49:45,Retail Trade,0,25,0.3,0,0.04,894,STABLE OPERATIONS
BRIDGELAND/RIVERSIDE,Pending Renewal,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (NO SEATING)",ROMA'S PIZZERIA,2006-06-01 12:53:47,Food & Beverage,0,142,1.73,0,0.1,943,MONITOR FRICTION
EAU CLAIRE,Renewal Licensed,"RETAIL DEALER - PREMISES,
PERSONAL SERVICE (FITNESS CONDITIONING)",EAU CLAIRE TOWER FITNESS CENTRE,2017-02-01 08:20:45,Retail Trade,0,42,0.51,0,0.05,894,STABLE OPERATIONS
INGLEWOOD,Pending Renewal,"RETAIL DEALER - PREMISES,
SECONDHAND DEALER",PEACOCK BOUTIQUE CONSIGNMENT,2024-06-18 09:13:22,Retail Trade,0,212,2.59,0,0.13,894,URGENT INTERVENTION
DALHOUSIE,Pending Renewal,RETAIL DEALER - PREMISES,VCA CANADA DALHOUSIE VARSITY ANIMAL HOSPITAL,2013-05-28 12:23:04,Retail Trade,0,46,0.56,0,0.04,894,STABLE OPERATIONS
HIGHFIELD,Renewal Licensed,"RETAIL DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",TFT OFFROAD,2014-03-07 09:37:08,Retail Trade,0,441,5.38,0,0.1,894,URGENT INTERVENTION
EAST FAIRVIEW INDUSTRIAL,Renewal Licensed,"PHOTOGRAPHER,
SCHOOL (PROV. NOT REQUIRED),
TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",REAL CANADIAN SUPERSTORE #1539,2007-03-27 08:08:40,Food & Beverage,0,151,1.84,0,0.06,943,MONITOR FRICTION
BELTLINE,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),APARTMENT BUILDING,2001-06-01 00:00:00,Retail Trade,0,971,11.84,0,0.11,894,URGENT INTERVENTION
KILLARNEY/GLENGARRY,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",SHIMIZU KITCHEN,2018-12-14 08:12:47,Food & Beverage,0,92,1.12,0,0.13,943,STABLE OPERATIONS
KINGSLAND,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),DALLA ZANNA PROPERTIES,2019-02-27 15:44:41,Retail Trade,0,124,1.51,0,0.08,894,MONITOR FRICTION
RICHMOND,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),APARTMENT BUILDING,2001-06-01 00:00:00,Retail Trade,0,53,0.65,0,0.11,894,STABLE OPERATIONS
MEADOWLARK PARK,Renewal Licensed,RETAIL DEALER - PREMISES,H & M,2013-10-31 15:11:28,Retail Trade,0,209,2.55,0,0.09,894,URGENT INTERVENTION
GREENVIEW INDUSTRIAL PARK,Licensed,"MOTOR VEHICLE DEALER - PREMISES,
RETAIL DEALER - PREMISES",FINE AUTO ZONE,2026-03-17 15:12:56,Retail Trade,1,359,4.38,1,0.09,894,URGENT INTERVENTION
FOOTHILLS,Renewal Licensed,WAREHOUSING,PACIFIC COAST WAREHOUSING,2023-02-13 14:33:06,Warehousing,0,850,10.37,0,0.09,25,URGENT INTERVENTION
BELTLINE,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",YYC PASTA BAR,2020-11-23 12:30:26,Food & Beverage,0,971,11.84,0,0.11,943,URGENT INTERVENTION
EAST SHEPARD INDUSTRIAL,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),SMART START CANADA,2016-02-19 12:26:36,Automotive,0,576,7.02,0,0.08,80,URGENT INTERVENTION
BELTLINE,Renewal Licensed,APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS),STRATTON OAKS,2024-02-13 15:04:01,Retail Trade,0,971,11.84,0,0.11,894,URGENT INTERVENTION
HAYSBORO,Renewal Invoiced,FOOD SERVICE - PREMISES (SEATING),SOUTHLAND CROSSING SUBWAY,2006-04-18 12:11:36,Food & Beverage,0,212,2.59,0,0.13,943,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Pending Renewal,"KENNEL SERVICE/PET DEALER,
RETAIL DEALER - PREMISES",PAWS NEXT DOOR,2019-07-04 11:17:19,Retail Trade,0,827,10.09,0,0.1,894,URGENT INTERVENTION
DALHOUSIE,Renewal Licensed,RETAIL DEALER - PREMISES,IRON BOW FLY SHOP,2013-09-05 09:52:40,Retail Trade,0,46,0.56,0,0.04,894,STABLE OPERATIONS
TUXEDO PARK,Pending Renewal,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (NO SEATING)",MINT HEALTH + DRUGS: BLUE BOTTLE,2002-05-28 17:27:19,Food & Beverage,0,156,1.9,0,0.1,943,MONITOR FRICTION
ALYTH/BONNYBROOK,Pending Renewal,"AUTO BODY SHOP,
MOTOR VEHICLE REPAIR AND SERVICE (1)",SILVERSTONE AUTO,2025-05-30 08:51:00,Retail Trade,1,223,2.72,0,0.1,894,URGENT INTERVENTION
MIDNAPORE,Licensed,MASSAGE CENTRE (COMMERCIAL),M3RMT,2025-07-31 12:23:55,Massage,1,163,1.99,1,0.11,88,MONITOR FRICTION
EDGEMONT,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",CARESTAR PHARMACY,2016-12-27 10:35:53,Food & Beverage,0,52,0.63,0,0.04,943,STABLE OPERATIONS
ACADIA,Pending Renewal,"MASSAGE CENTRE (COMMERCIAL),
RETAIL DEALER - PREMISES",ENERGIZE HEALTH,2019-06-14 05:30:35,Retail Trade,0,198,2.41,0,0.14,894,URGENT INTERVENTION
SKYLINE WEST,Renewal Licensed,CONTRACTOR,TIKI INTERNATIONAL,2010-07-21 11:01:52,Construction & Trades,0,84,1.02,0,0.05,404,STABLE OPERATIONS
SAGE HILL,Licensed,LIQUOR STORE,BOSS LIQUOR DISCOUNTER,2026-01-12 12:55:50,Liquor & Nightlife,1,117,1.43,1,0.25,37,MONITOR FRICTION
HORIZON,Pending Renewal,PERSONAL SERVICE (MOBILE) (FITNESS CONDITIONING),WINGS FITNESS STUDIO,2017-06-21 12:20:57,Personal,0,269,3.28,0,0.1,449,URGENT INTERVENTION
MEADOWLARK PARK,Licensed,FOOD SERVICE - PREMISES (SEATING),ALFORNO - CHINOOK,2026-01-29 08:18:50,Food & Beverage,1,209,2.55,1,0.09,943,URGENT INTERVENTION
BOWNESS,Renewal Licensed,"RETAIL DEALER - PREMISES,
CANNABIS STORE",BOW CANNABIS,2018-12-18 11:01:13,Retail Trade,0,151,1.84,0,0.13,894,MONITOR FRICTION
SOUTH CALGARY,Licensed,PERSONAL SERVICE,CLIPPITY DO DAH,2025-11-14 09:28:07,Personal,1,198,2.41,1,0.22,449,URGENT INTERVENTION
INGLEWOOD,Renewal Licensed,RETAIL DEALER - PREMISES,RAMSAY ANIMAL CLINIC,2024-03-19 11:28:26,Retail Trade,0,212,2.59,0,0.13,894,URGENT INTERVENTION
BELTLINE,Renewal Licensed,APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS),1215 APARTMENTS,2017-02-03 15:52:00,Retail Trade,0,971,11.84,0,0.11,894,URGENT INTERVENTION
MONTGOMERY,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
FUEL SALES/STORAGE,
FOOD SERVICE - PREMISES,
VAPE RETAILER",650273 ALBERTA LIMITED O/A CENTEX PETROLEUM,2012-07-19 13:52:30,Food & Beverage,0,98,1.2,0,0.1,943,STABLE OPERATIONS
ACADIA,Renewal Licensed,FOOD SERVICE - PREMISES,BETTER BUTCHER (THE),2022-11-24 10:13:08,Food & Beverage,0,198,2.41,0,0.14,943,URGENT INTERVENTION
WINDSOR PARK,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),APARTMENT BUILDING,2001-06-01 00:00:00,Retail Trade,0,64,0.78,0,0.2,894,STABLE OPERATIONS
KINGSLAND,Renewal Licensed,"ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",ORIGINAL JOE'S RESTAURANT & BAR,2014-02-13 10:20:40,Food & Beverage,0,124,1.51,0,0.08,943,MONITOR FRICTION
SOUTH AIRWAYS,Renewal Licensed,"WHOLESALER,
WAREHOUSING",MECHANICAL EQUIPMENT SALES COMPANY,2011-12-07 09:01:00,"Wholesaler,",0,496,6.05,0,0.1,8,URGENT INTERVENTION
STONEY 3,Renewal Invoiced,RETAIL DEALER - PREMISES,ANAND FASHION MANDI,2024-04-18 16:24:58,Retail Trade,0,250,3.05,0,0.28,894,URGENT INTERVENTION
FRANKLIN,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",TAJRISH MARKET,2022-08-03 09:59:49,Food & Beverage,0,332,4.05,0,0.1,943,URGENT INTERVENTION
GLAMORGAN,Pending Renewal,LIQUOR STORE,STAR LIQUOR & WINE BOUTIQUE,2014-05-28 13:12:51,Liquor & Nightlife,0,54,0.66,0,0.06,37,STABLE OPERATIONS
FALCONRIDGE,Renewal Licensed,"RETAIL DEALER - PREMISES,
LIQUOR STORE",PAYLESS LIQUOR,2023-04-19 09:59:54,Liquor & Nightlife,0,57,0.7,0,0.12,37,STABLE OPERATIONS
EAST SHEPARD INDUSTRIAL,Renewal Licensed,MANUFACTURER,LIBERTAS INDUSTRIES,2014-03-05 12:28:56,Manufacturer,0,576,7.02,0,0.08,72,URGENT INTERVENTION
WESTWINDS,Pending Renewal,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),QUALITY CONCRETE CUTTING & CORING,2025-06-04 10:51:36,Construction & Trades,1,366,4.46,0,0.22,404,URGENT INTERVENTION
SOUTH FOOTHILLS,Renewal Licensed,WHOLESALER,STREAM DATA SYSTEMS,2015-03-12 05:33:16,Wholesaler,0,123,1.5,0,0.12,73,MONITOR FRICTION
RENFREW,Licensed,"RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",TAQUERIA EL CHARRITO,2025-11-04 09:33:59,Food & Beverage,1,71,0.87,1,0.15,943,STABLE OPERATIONS
ALYTH/BONNYBROOK,Renewal Licensed,MANUFACTURER,AZTEC MACHINE WORKS,2001-06-01 00:00:00,Manufacturer,0,223,2.72,0,0.1,72,URGENT INTERVENTION
LEGACY,Pending Renewal,FOOD SERVICE - PREMISES (SEATING),SUBWAY,2021-06-04 11:33:40,Food & Beverage,0,94,1.15,0,0.09,943,STABLE OPERATIONS
MAYLAND,Renewal Licensed,CONTRACTOR,LA VITA LAND,2014-09-18 14:38:30,Construction & Trades,0,76,0.93,0,0.07,404,STABLE OPERATIONS
FOREST LAWN,Renewal Licensed,FABRIC CLEANING,BELLE'S COIN LAUNDRY,2012-07-24 10:26:50,Personal Services,0,160,1.95,0,0.09,20,MONITOR FRICTION
INGLEWOOD,Pending Renewal,"ALCOHOL BEVERAGE MANUFACTURER,
RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",BORED BREWING COMPANY (THE),2025-07-02 14:08:58,Food & Beverage,1,212,2.59,0,0.13,943,URGENT INTERVENTION
STONEY 2,Licensed,WHOLESALER,AXIOM SURFACE PROTECTION,2026-01-26 13:30:31,Wholesaler,1,98,1.2,1,0.1,73,STABLE OPERATIONS
